source	interaction	target
TRAF2	1	BIRC2
IRF1	1	ISG20
STAT1	1	SOCS1
IL10	1	IL10RA
NLRP1	1	CASP5
CASP1	1	FGF2
CASP1	-1	PYCARD
CARD18	-1	CASP1
IRF1	1	NOS2
ISG15	1	JAK1
CARD16	-1	CASP1
JAK1	1	IRS1
CASP1	1	IL1A
JAK1	1	IRS2
CASP1	1	SREBF2
INSR	1	IRS2
ATF2	1	MMP2
E2F1	1	TP53INP1
TP53	1	FDXR
STAT1	1	CDKN1B
CASP1	-1	ENO1
TRAF2	1	MAP3K14
ABL1	1	STAT1
IFIH1	1	MAVS
TP53	1	TIGAR
CASP1	-1	TPI1
TP73	1	TP53INP1
NOD2	1	MAP3K14
PRKDC	1	CASP2
ABL1	1	TOP1
PIDD1	1	PRKDC
STAT1	-1	MYC
ANO9	1	STAT1
STAT1	1	IRF1
CASP1	-1	ALDOA
EIF2AK2	1	STAT1
TICAM1	1	RIPK1
TICAM1	1	TBK1
TICAM1	1	IKBKE
IFNG	1	IFNGR1
IRF7	1	IFNB1
IRF3	1	IFIT1
IRF3	1	CCL5
DAPK1	1	TPM1
MAP1B	1	DAPK1
DAPK1	1	MAP1B
ATM	1	SMC3
E2F1	1	DAPK2
EPO	1	DAPK2
DAPK3	1	CDKN1A
ZDHHC9	1	HRAS
ZDHHC9	1	NRAS
KLF6	1	DAPK2
IGF2	1	IGF2R
FLT3LG	1	FLT3
KITLG	1	KIT
IGF2	1	IGF1R
ATM	1	STRAP
SMG1	1	TP53
CHEK2	1	STRAP
TLR4	1	TIRAP
KAT2B	1	H3C8
TLR4	1	TICAM2
TICAM2	1	TICAM1
TRAF6	1	MAP3K7
TICAM1	1	TRAF6
TLR3	1	TICAM1
MYD88	1	IRAK4
ATG14	1	BECN1
SIRT2	-1	FOXO1
FOXO1	1	ATG7
RUBCN	-1	BECN1
CARD8	-1	CASP9
CARD8	-1	APAF1
SERPINB9	-1	CASP1
CASP1	-1	CARD8
DAPK3	1	MYL12A
DAPK1	1	MYL12A
ROCK1	1	MYL12A
TP53	-1	BCL2
CFLAR	-1	ATG3
DAPK3	1	MYL5
RPS6KA3	-1	BAD
CASP3	-1	EIF2S2
RPS6KB1	1	RPS6
DAPK1	-1	BCL2
CDK1	1	BIRC5
CASP3	-1	EIF2S3
TP53	1	TYRP1
GAPDH	-1	RHEB
TP53	-1	UBD
TP53	1	VCAN
TP53	1	VDR
TP53	1	TRIAP1
TP53	1	TRIM22
TP53	1	TSC2
TP53	-1	TRPM2
AKT1	-1	ITPR1
GAPDH	1	APEX1
CAMKK1	1	CRMP1
GAPDH	1	POU2F1
POU2F1	1	H2BC11
SFPQ	1	NONO
NONO	1	TOP1
APLF	1	PARP1
ATM	-1	TRIM28
CHEK1	1	RAD51
NOS1	-1	NFKBIA
GSK3B	-1	GYS1
PPP1R3A	1	GYS1
GSK3B	1	AXIN1
CSNK1A1	-1	PRKN
E2F7	-1	SP1
GSK3B	1	LRP6
USP1	-1	FANCD2
MAPK8	-1	YWHAZ
BCL2	-1	BECN1
CHEK2	-1	CDC25A
PLK1	-1	WEE1
ATM	1	HMGA2
AKT1	1	NOS3
ATM	1	HMGA1
CDK5	-1	PRKN
CSNK1A1	-1	CTNNB1
CSNK1A1	-1	CDC25A
CHEK1	1	TP53
TP53	1	PLAGL1
E2F1	1	CASP3
TP53	1	ODC1
TP53	-1	NOS3
TP53	1	PERP
TP53	1	P2RX6
PPARG	1	KMT5A
TP53	1	MMP2
E2F1	1	XPC
TP53	1	MET
TP53	1	NLRC4
TP53	1	NDRG1
TLX1	1	ALDH1A1
ATR	1	E2F1
YWHAQ	1	E2F1
E2F1	1	YWHAQ
E2F1	1	DDB2
ATM	-1	MDM2
DDX17	1	ESR1
DDX17	1	MDM2
TP53	1	RB1
TP53	1	RABGGTA
TP53	1	PYCARD
TP53	1	PTEN
TP53	1	PRKAB1
SGK1	-1	FOXO3
TP53	1	PRDM1
TP53	1	PPM1J
AKT1	-1	FOXO1
PLK3	1	TP53
E2F1	1	CCNB1
E2F1	1	CASP7
TP53	1	SERPINE1
TP53	1	SERPINB5
TP53	1	SFN
TP53	1	SESN1
TP53	1	RPS27L
TP53	1	COP1
TP53	1	S100A2
TP53	1	SCN3B
TP53	-1	SCD
TP53	1	TP73
GSK3B	-1	CCND1
TP53	1	STEAP3
TP53	-1	SLC38A2
TP53	1	SH2D1A
TP53	1	TNFRSF10C
TP53	1	TNFRSF10A
TP53	1	TGFA
TP53	1	TAP1
AXIN1	1	MYC
GSK3B	-1	MYC
IKBKB	-1	IKBKG
CHEK1	-1	CDC25A
RPS6KA5	-1	H2AZ1
TAF1	1	BCL2L11
CREBBP	1	ASAH2B
KAT7	1	H4-16
KAT7	1	H3C8
CASP8	1	CASP6
GTF3C4	1	H3C8
NCOA1	1	H4-16
NCOA1	1	H3C8
CDK1	1	CSNK2B
MDM2	-1	JMY
NCOA3	1	H3C8
DYRK2	1	TP53
TBK1	1	IRF7
RUNX1	1	IER3
MAVS	1	TBK1
NCOA2	1	H3C8
NCOA3	1	H4-16
TLR5	1	MYD88
KDM3B	-1	H3C8
RIPK2	1	BCL10
KDM3A	1	H3C8
CLOCK	1	H3C8
NCOA2	1	H4-16
KDM4C	-1	H3C8
KDM4B	-1	H3C8
KDM4A	-1	BCL2L11
ATR	1	RFWD3
TNFRSF10A	1	FADD
BAK1	1	AIFM1
HIF1A	1	TP53
CSNK2B	1	TP53
ABL1	1	WASL
APIP	-1	APAF1
ESCO1	1	KDM1A
TNFAIP3	-1	IKBKG
ABL1	-1	YTHDC1
CASP1	1	IL1B
ABL1	1	ZDHHC16
XPC	1	DDB1
CASP1	1	IL18
ESCO1	1	RAD21
ABL2	1	WASL
ABL1	-1	WRN
CAPNS1	1	CAPN2
XRCC5	1	DDB2
PIK3R4	1	PIK3C3
KMT2B	1	RELB
KMT2D	1	RELB
KMT2B	1	H3C8
KMT2D	1	H3C8
CARM1	1	RELB
BID	1	BAK1
BID	1	BAX
ATM	-1	PLK1
DIABLO	-1	XIAP
PRMT6	-1	THBS1
ATR	-1	PLK1
WEE1	-1	CDK1
KMT5B	1	H4-16
XRCC5	1	ATRIP
KMT2A	1	RELB
PPM1A	-1	PRKAG1
MBD1	1	SETDB1
MAPKAPK2	-1	HSPB1
E2F1	1	HIC1
SMARCA4	1	HIC1
RNF8	1	RNF168
SOCS3	-1	TRAF6
SOCS3	-1	MAPK8IP1
MAP2K2	1	MAPK3
MAPK8	1	BMF
MAPK8	-1	IRS1
MAPK8	1	MAPK8IP1
CASP5	1	IL18
CASP5	1	IL1B
MAPK8	1	BAX
MAP2K1	1	MAPK1
AKT1	-1	TBC1D1
AKT1	-1	TBC1D4
PPM1D	-1	ATM
PARP1	1	XRCC1
PARP1	1	APTX
HSP90AA1	1	SMYD2
SMYD2	-1	TP53
SETD1A	1	BCL2L11
CXCL9	1	CXCR3
SETD2	1	H3C8
CCL5	1	CCR5
CCL8	1	CCR5
SMYD2	1	H3C8
CCL4	1	CCR5
IL6	1	IL6ST
SETDB2	1	H3C8
MAVS	1	IKBKB
KMT2E	1	H3C8
PARP1	1	H1-1
RIOX1	-1	SP7
FKBP8	1	BCL2L1
FKBP8	-1	BCL2
TP53	-1	RECQL4
MYC	1	RIOX2
GSK3A	-1	BCL3
CTBP1	-1	ELK3
SETD7	1	H3C8
PPM1D	-1	CHEK2
PRDM2	-1	H3C8
DOT1L	1	H3C8
KMT5A	-1	H4-16
DIABLO	-1	BIRC2
ATG16L1	1	CLTC
DIABLO	-1	BIRC3
CASP3	1	ATG4D
FADD	1	ATG5
ATG4D	1	GABARAPL1
DIABLO	-1	BIRC5
FADD	1	RIPK1
EGR1	1	TOPBP1
E2F1	1	PPM1D
E2F1	1	MAP3K5
HTRA2	-1	BIRC6
HTRA2	-1	BIRC3
HTRA2	-1	BIRC2
HTRA2	-1	XIAP
ATG4B	1	GABARAP
BIRC6	-1	DIABLO
CASP7	-1	DFFA
BNIP3L	1	GABARAPL1
ATG4A	1	GABARAPL2
CASP3	-1	IKBKB
CASP3	-1	RELA
CASP3	-1	EIF4B
ATG4B	1	GABARAPL2
BIRC2	-1	CASP7
BIRC3	-1	CASP7
ATM	1	H2AX
H2AX	1	MDC1
CASP3	-1	CTNNB1
CASP3	-1	EIF2A
BIRC5	-1	CASP9
CASP3	-1	GORASP1
PRKN	-1	VDAC1
EGFR	1	GRB2
CASP3	1	ROCK1
TRAF6	1	TAB2
TAB1	1	MAP3K7
BIRC3	-1	CASP9
BIRC6	-1	CASP3
PINK1	1	BECN1
WDFY3	1	ATG12
CASP3	1	CASP7
TAB2	1	MAP3K7
MAP3K5	1	DAXX
FAS	1	DAXX
WDFY3	1	SQSTM1
BCL2L2	-1	BAK1
CASP7	-1	PARP1
CASP3	-1	DFFA
EGF	1	EGFR
BCL2L2	-1	BAX
VMP1	1	BECN1
TRAF2	1	MAP3K5
BIRC6	-1	CASP7
RPS6KA3	-1	TSC2
RPS6KA1	-1	TSC2
MAPK3	-1	TSC2
ATG7	1	ATG5
PRKACA	-1	MAP1LC3B
IL1A	1	IL1R1
BECN1	1	AMBRA1
RAB7A	1	FYCO1
TRAF2	1	IKBKB
TP53	1	FASLG
DAP3	1	CYCS
SUPT20H	1	ATG9A
EIF4G2	1	XIAP
RAB33B	1	ATG16L1
EIF4G2	1	BIRC2
BAK1	1	HTRA2
BAX	1	ENDOG
EIF4G2	1	APAF1
CASP2	-1	GOLGA3
CASP6	-1	LMNA
BAK1	1	ENDOG
CISD2	1	BCL2
BID	-1	BCL2L2
BAD	-1	BCL2L2
BBC3	-1	BCL2L2
BCL2L11	-1	BCL2L2
BCL2L11	-1	BCL2
BID	-1	BCL2L1
BCL2L11	-1	BCL2L1
BCL2	-1	BAK1
BCL2L11	1	BAK1
BCL2L1	-1	BAK1
TP53	1	BCL6
BCL6	-1	TP53
SP1	1	GDF15
TP53	-1	RAD51
PIDD1	1	RIPK1
PIDD1	1	CRADD
CRADD	1	RIPK1
CRADD	1	CASP2
CASP2	1	TRAF2
TRAF2	1	RIPK1
TRADD	1	RIPK1
TP53	1	HIC1
TP53	-1	HSP90AB1
TP53	-1	HSPA8
TP53	-1	LGALS3
TP53	1	LIF
TP53	-1	MAD1L1
TP53	1	RNF144B
TP53	1	IGFBP3
TP53	1	IRF5
TP53	1	KRT8
HMGB1	-1	BECN1
BECN1	1	HMGB1
CDK1	-1	PIK3C3
MCL1	-1	BECN1
CDK5	-1	PIK3C3
TNFAIP3	-1	BECN1
TRAF6	1	BECN1
DYNLL1	-1	AMBRA1
ULK1	-1	DYNLL1
ULK1	1	AMBRA1
MAPK1	1	RPTOR
ULK1	1	DAPK3
FBXO5	-1	ANAPC11
PIN1	1	FBXO5
PLK1	-1	FBXO5
CDK1	-1	FBXO5
BTRC	-1	FBXO5
BCL6	-1	ZBTB17
BCL6	-1	ATR
ZBTB17	-1	CDKN1A
UBE2M	1	CUL2
OS9	1	EGLN1
OS9	1	EGLN3
EGLN1	-1	HIF1A
EGLN3	-1	HIF1A
EGLN2	-1	HIF1A
